id,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,type,feature9.1,feature10,value
1522,202.0,54.0,27.0,3.22,5.3,9.3,0.9961,0.25,8.0,old,6.7,0.43,5
1524,91.0,17.0,63.0,3.26,8.3,9.8,0.99616,0.27,2.0,new,7.5,0.58,6
1526,166.0,32.0,24.0,3.31,5.1,9.5,0.9968,0.29,11.4,old,6.4,0.45,5
1528,115.0,21.0,15.0,3.1,4.4,10.2,0.99166,0.29,1.8,old,6.4,0.38,5
1529,193.0,39.0,19.0,3.1,4.5,9.2,0.9986,0.31,14.5,old,7.4,0.5,6
1530,159.0,49.0,46.0,3.14,14.7,10.0,0.99434,0.26,6.3,old,6.8,0.47,5
1531,181.0,33.0,39.0,3.04,5.9,10.9,0.9955,0.26,9.9,old,7.8,0.42,6
1532,85.0,33.0,21.0,3.17,3.6000000000000005,10.4,0.992,0.41,1.3,old,7.2,0.51,5
1536,91.0,15.0,40.0,3.26,3.2,13.1,0.98988,0.25,4.2,old,6.4,0.52,6
1537,99.0,28.0,14.000000000000002,3.2,3.8,10.6,0.9928,0.49,1.1,old,7.3,0.72,6
1538,181.0,52.0,25.0,3.51,5.9,9.8,0.9984,0.31,12.4,old,6.6,0.47,6
1540,37.0,12.0,55.00000000000001,3.17,38.7,9.6,0.9982,0.66,2.3,new,9.5,0.67,5
1541,188.0,43.0,20.0,3.3,3.9,12.0,0.9911,0.3,2.0,old,7.2,0.41,6
1542,214.0,54.0,26.0,3.13,5.2,8.9,0.9961,0.24,7.8,old,6.8,0.47,5
1543,197.0,56.0,26.0,3.49,5.1,9.8,1.0004,0.34,16.3,old,6.5,0.42,5
1544,143.0,42.0,18.0,3.08,3.5000000000000004,9.8,0.99572,0.31,10.6,old,6.7,0.49,7
1548,151.0,53.0,18.0,3.03,3.9,8.9,0.99802,0.72,9.6,old,7.5,0.46,5
1549,188.0,59.0,24.0,3.2,4.3,9.4,0.99579,0.37,7.45,old,6.8,0.5,6
1551,122.0,10.0,22.0,2.94,4.5,10.0,0.99261,0.23,5.0,old,6.0,0.63,6
1553,96.0,33.0,57.99999999999999,3.29,2.0,12.4,0.98918,0.0,1.5,old,5.8,0.38,6
1554,97.0,37.0,30.0,3.2,3.8,12.6,0.99026,0.27,4.0,old,6.5,0.6,8
1556,169.0,33.0,30.0,3.23,4.2,9.3,0.9982,0.36,10.0,old,8.3,0.51,6
1557,29.0,6.0,31.0,2.88,7.200000000000001,9.8,0.9987,0.72,2.2,new,12.6,0.82,8
1559,44.0,32.0,64.5,3.57,7.5,10.2,0.99547,0.12,2.0,new,5.9,0.71,5
1560,31.0,5.0,65.0,3.67,9.4,9.7,0.9993,0.02,2.3,new,7.2,0.8,5
1564,25.0,6.0,39.0,3.09,7.5,9.7,0.99581,0.1,1.7,new,8.4,0.43,6
1565,118.0,24.0,62.0,3.15,3.7000000000000006,13.55,0.98758,0.33,1.7,old,5.5,0.39,6
1566,80.0,22.0,39.0,2.95,9.6,12.6,0.99016,0.35,1.8,old,8.8,0.54,6
1568,111.0,16.0,17.0,2.99,4.2,10.8,0.99278,0.34,6.4,old,7.2,0.4,6
1569,145.0,42.0,27.0,3.15,4.0,9.8,0.99442,0.2,7.3,old,5.8,0.48,5
1570,13.0,5.0,44.0,3.28,10.7,11.5,0.998,0.5,4.5,new,10.3,0.83,5
1573,117.0,18.0,27.0,3.09,3.0,13.0,0.99116,0.25,7.5,old,6.9,0.38,6
1574,148.0,25.0,31.0,3.16,5.7,9.6,0.9955,0.42,6.4,old,6.7,0.45,5
1575,121.0,6.0,25.0,3.23,5.3,11.4,0.993,0.24,1.8,old,6.9,0.7,5
1576,103.0,52.0,19.0,3.5,4.0,11.2,0.99026,0.27,0.9,old,5.5,0.39,5
1577,110.0,36.0,18.5,3.26,4.8,9.5,0.99438,0.19,7.1,old,5.4,0.41,6
1578,155.0,27.0,29.0,3.07,2.9,10.6,0.9931,0.29,4.6,old,7.3,0.26,6
1582,83.0,17.0,27.0,3.32,3.5000000000000004,11.1,0.99076,0.31,1.5,old,6.1,0.44,7
1585,92.0,18.0,50.0,3.11,9.6,9.6,0.99642,0.36,11.5,old,6.7,0.49,5
1586,97.0,30.0,23.0,3.03,3.3000000000000003,10.5,0.99507,0.28,11.1,old,8.5,0.39,7
1587,213.0,29.0,20.0,3.28,5.0,10.4,0.99596,0.31,8.0,old,7.0,0.57,6
1588,149.0,27.0,16.0,2.91,4.4,9.2,0.998,0.25,14.3,old,7.0,0.46,6
1589,87.0,28.0,26.0,3.03,2.7,11.3,0.9919,0.49,3.2,old,7.8,0.32,7
1590,106.0,36.0,27.0,2.96,17.6,9.2,0.99288,0.69,1.2,old,6.7,0.43,6
1592,107.0,14.0,15.0,3.24,2.9,10.4,0.99347,0.28,4.4,old,6.9,0.46,8
1593,132.0,43.0,43.0,3.21,3.6000000000000005,13.4,0.98975,0.25,2.8,old,7.1,0.47,6
1594,80.0,29.0,16.0,3.23,3.2,12.1,0.98972,0.32,1.1,old,7.0,0.36,6
1595,55.0,21.0,36.0,3.18,6.0,11.0,0.99495,0.39,1.8,new,9.1,0.82,7
1598,121.0,30.0,26.0,3.09,5.4,11.6,0.992,0.36,2.0,old,8.0,0.72,7
1599,101.0,26.0,17.0,3.34,4.7,9.9,0.99596,0.27,9.9,old,6.4,0.5,6
1601,17.0,6.0,29.0,3.22,7.5,11.8,0.99565,0.65,2.4,new,10.2,0.63,6
1602,192.0,25.0,34.0,2.97,4.8,10.9,0.9951,0.3,8.0,old,7.7,0.47,5
1603,108.0,17.0,56.00000000000001,3.32,8.1,9.5,0.9962,0.19,2.0,new,7.8,0.54,5
1604,168.0,35.0,20.0,2.93,18.4,9.4,0.99396,0.14,4.4,old,6.6,0.45,6
1605,129.0,48.0,24.0,3.23,4.0,10.5,0.99691,0.27,16.8,old,6.2,0.38,6
1606,84.0,17.0,62.0,3.51,7.8,9.7,0.99746,0.06,2.5,new,7.2,0.53,5
1607,38.0,28.0,62.0,3.42,6.800000000000002,9.5,0.99651,0.08,1.9,new,6.8,0.82,6
1608,81.0,28.0,18.0,3.0,3.3000000000000003,10.4,0.9923,0.49,1.1,old,8.2,0.68,7
1609,85.0,26.0,31.0,3.26,11.1,9.7,0.9971,0.57,2.0,new,8.9,0.53,5
1610,73.0,23.0,18.0,3.23,3.1,11.3,0.99032,0.3,1.0,old,6.2,0.52,6
1611,18.0,6.0,20.0,3.3,34.3,10.5,0.9979,0.48,2.0,new,11.0,0.71,5
1612,42.0,7.0,61.5,3.07,8.3,10.0,1.0022,0.66,5.8,new,12.8,0.73,7
1614,87.0,31.0,18.0,3.26,4.3,12.7,0.9898,0.36,1.4,old,7.1,0.37,7
1615,194.0,37.0,40.0,3.2,5.3,9.4,0.99886,0.41,14.1,old,7.4,0.63,6
1617,194.0,77.0,41.0,3.05,5.1,8.7,0.9976,0.66,10.8,old,7.4,0.46,5
1619,164.0,52.0,33.0,3.1,5.5,9.6,0.99488,0.44,8.9,old,6.4,0.48,5
1620,195.0,38.0,22.0,3.35,3.6000000000000005,12.5,0.9908,0.37,1.7,old,6.8,0.72,6
1621,101.0,19.0,21.0,2.99,5.7,9.4,0.9954,0.34,8.0,old,7.0,0.59,5
1625,8.0,3.0,23.0,3.14,7.400000000000001,9.9,0.9981,0.57,1.8,new,11.6,0.7,6
1626,28.0,4.0,20.0,3.2,1.9,12.0,0.98931,0.3,0.9,old,7.1,0.36,6
1628,74.0,17.0,33.5,3.34,3.3000000000000003,12.3,0.99002,0.2,1.7,old,5.2,0.48,6
1629,113.0,39.0,21.0,3.11,5.6,10.2,0.99393,0.32,4.8,old,7.5,0.52,7
1630,179.0,64.0,27.0,3.07,4.6,8.9,0.9982,0.61,12.0,old,7.7,0.46,5
1631,30.0,18.0,48.0,3.45,7.8,11.2,0.99402,0.09,1.7,new,6.1,0.54,6
1632,160.0,24.0,38.0,3.17,4.1,10.0,0.99535,0.27,7.5,old,7.4,0.43,5
1635,152.0,40.0,22.0,3.2,5.4,10.8,0.9938,0.32,5.9,old,6.8,0.57,6
1636,150.0,46.0,26.5,3.36,3.6000000000000005,10.8,0.99299,0.28,6.9,old,5.7,0.44,7
1637,13.0,6.0,38.0,3.22,10.4,11.6,0.99643,0.5,2.4,new,10.1,0.65,7
1639,116.0,37.0,57.99999999999999,2.99,3.3000000000000003,10.8,0.9959,0.27,12.15,old,8.4,0.39,6
1641,123.0,42.0,17.0,3.11,5.5,11.0,0.99318,0.36,6.4,old,7.0,0.5,8
1642,201.0,33.0,29.0,3.11,4.8,9.9,0.99612,0.23,12.4,old,6.2,0.56,6
1644,47.0,12.0,56.00000000000001,3.19,10.4,9.5,0.9964,0.19,1.8,new,7.8,0.93,5
1645,83.0,15.0,22.0,3.13,2.8,10.9,0.993,0.32,7.2,old,6.4,0.55,8
1646,106.0,39.0,36.5,3.36,8.8,11.0,0.9966,0.49,2.5,new,7.3,0.78,5
1649,122.0,25.0,25.0,3.43,4.2,10.5,0.994,0.3,2.4,old,7.1,0.61,6
1650,148.0,39.0,33.0,3.12,5.3,9.4,0.9927,0.21,1.0,old,6.9,0.45,6
1651,107.0,39.0,53.0,3.2,3.6000000000000005,9.0,0.993,0.02,1.0,old,7.0,0.32,5
1652,129.0,29.0,43.0,3.42,7.000000000000001,10.5,0.9973,0.42,5.5,new,7.1,0.72,5
1654,22.0,10.0,28.000000000000004,3.39,10.4,10.6,0.99828,0.6,3.0,new,8.2,0.68,5
1655,15.0,6.0,54.0,3.01,12.4,11.8,0.9984,0.71,4.4,new,11.5,0.83,7
1657,114.0,26.0,14.000000000000002,3.25,4.0,11.4,0.99105,0.2,1.6,old,5.9,0.45,6
1658,19.0,5.0,95.5,3.3,7.5,9.6,0.99616,0.05,1.8,new,8.8,0.44,4
1660,164.0,13.0,31.0,3.24,5.2,8.8,0.99602,0.37,6.2,old,6.6,0.39,4
1662,125.0,20.0,40.0,3.36,3.8,12.6,0.99204,0.3,5.3,old,6.6,0.73,6
1663,114.0,20.0,31.0,3.75,3.6000000000000005,12.4,0.99248,0.02,11.1,old,3.8,0.44,6
1664,34.0,18.0,46.0,3.39,7.7,10.6,0.9948,0.24,1.7,new,6.7,0.6,6
1665,23.0,8.0,64.0,3.3,10.0,9.6,0.9961,0.07,1.8,new,7.4,0.58,5
1666,134.0,50.0,19.0,3.42,5.8,9.1,0.9998,0.49,15.55,old,7.3,0.36,7
1667,108.0,8.0,28.000000000000004,3.08,4.2,9.0,0.9929,0.25,1.8,old,6.0,0.55,5
1669,12.0,4.0,53.0,3.26,16.5,9.2,0.99702,0.12,1.9,new,7.4,0.86,5
1670,132.0,43.0,44.0,3.26,3.2,11.3,0.9916,0.28,4.25,old,6.1,0.47,7
1671,126.0,22.0,33.0,3.38,4.6,9.3,0.9982,0.43,9.2,old,8.3,0.47,5
1672,7.0,4.0,39.0,3.44,10.2,11.4,0.99462,0.24,2.1,new,6.9,0.58,4
1673,166.0,32.0,37.0,3.0,4.0,11.3,0.992,0.32,1.6,old,8.0,0.55,7
1674,79.0,6.0,31.0,3.14,3.8,12.5,0.99412,0.32,14.5,old,6.7,0.34,5
1677,228.0,49.0,27.0,3.04,4.3,10.4,0.9974,0.34,10.5,old,9.2,0.41,6
1679,137.0,29.0,28.000000000000004,3.1,4.2,10.1,0.998,0.49,11.8,old,9.2,0.34,4
1682,104.0,30.0,19.0,3.32,3.9,12.4,0.98998,0.26,1.4,old,6.0,0.41,6
1684,47.0,30.0,40.0,3.36,7.6,9.4,0.99554,0.1,2.0,new,6.5,0.48,6
1685,60.0,9.0,26.0,2.89,4.2,10.6,0.9915,0.4,1.1,old,7.7,0.5,5
1686,204.0,39.0,33.0,3.17,3.3000000000000003,12.5,0.99176,0.28,5.7,old,7.0,0.64,6
1687,151.0,37.0,35.0,3.07,5.3,9.4,0.9963,0.53,10.1,old,6.8,0.4,5
1688,70.0,8.0,30.0,3.05,3.4000000000000004,12.2,0.99354,0.36,11.0,old,8.0,0.41,6
1689,59.0,16.0,61.5,3.58,8.9,9.9,0.9943,0.0,1.6,new,5.6,0.52,5
1691,95.0,36.0,16.0,2.93,3.4000000000000004,12.0,0.98952,0.37,1.8,old,6.9,0.59,6
1692,157.0,37.0,31.0,3.09,5.0,9.0,0.99625,0.26,7.3,old,7.2,0.43,5
1693,140.0,53.0,31.0,3.34,3.1,11.7,0.99321,0.38,10.5,old,5.3,0.46,6
1695,23.0,10.0,64.5,2.92,9.5,11.1,1.00315,0.49,4.2,new,15.5,0.74,5
1696,31.0,9.0,49.0,3.39,6.2,9.6,0.9966,0.26,1.9,new,7.7,0.64,5
1697,153.0,25.0,32.0,3.44,4.9,12.2,0.99067,0.31,2.7,old,5.8,0.73,7
1699,18.0,12.0,57.99999999999999,3.32,8.8,10.5,0.99568,0.01,1.8,new,7.7,0.56,7
1700,116.0,36.0,37.0,3.31,3.5000000000000004,12.6,0.991,0.36,4.7,old,6.1,0.62,6
1702,131.0,9.0,47.5,2.97,3.0,10.8,0.9904,0.06,1.0,old,6.4,0.29,5
1703,36.0,22.0,41.0,3.41,8.1,11.1,0.9949,0.33,2.2,new,6.9,0.75,6
1704,215.0,51.0,31.0,3.33,5.9,10.3,0.99538,0.34,6.8,old,6.7,0.56,5
1705,91.0,22.0,69.0,3.29,8.8,10.1,0.9979,0.32,2.5,new,9.7,0.62,5
1706,82.0,18.0,27.0,3.24,2.1,13.13333333,0.9891,0.4,1.7,old,6.0,0.95,6
1708,49.0,20.0,26.0,3.13,6.0,9.6,0.9972,0.45,3.3,new,10.8,0.54,5
1709,37.0,15.0,46.0,3.36,7.6,10.7,0.99624,0.14,2.8,new,7.1,0.49,5
1711,23.0,7.0,91.5,3.26,8.8,10.0,0.9962,0.27,2.1,new,8.2,0.47,4
1712,75.0,15.0,34.0,3.18,15.9,9.4,0.9998,0.52,2.8,new,10.3,0.64,5
1716,127.0,42.0,19.0,3.31,3.2,12.2,0.99182,0.33,6.3,old,7.0,0.38,6
1718,72.0,16.0,45.0,3.55,8.2,9.5,0.998,0.34,2.7,new,7.0,0.6,5
1719,148.0,39.0,17.0,3.16,4.0,10.2,0.9942,0.38,1.8,old,8.8,0.67,6
1721,115.0,19.0,27.0,3.15,5.8,8.9,0.9958,0.24,3.8,old,7.6,0.45,5
1722,176.0,40.0,43.0,3.17,4.3,12.3,0.99116,0.26,5.2,old,6.8,0.41,6
1723,39.0,22.0,67.0,3.4,8.0,9.7,0.99701,0.0,1.9,new,6.8,0.74,5
1724,207.0,52.0,25.0,3.12,4.8,9.2,0.99587,0.26,7.2,old,7.3,0.37,5
1726,19.0,10.0,83.5,3.39,9.2,9.6,0.9966,0.03,2.1,new,7.3,0.47,5
1731,110.0,20.0,29.0,3.34,2.2,12.8,0.98869,0.3,1.1,old,5.5,0.38,7
1732,161.0,32.0,28.000000000000004,3.13,4.1,9.9,0.9981,0.34,13.8,old,8.5,0.4,6
1733,85.0,15.0,42.0,3.28,3.4000000000000004,13.4,0.99,0.33,2.8,old,6.6,0.51,6
1735,204.0,62.0,31.0,3.06,3.9,9.5,0.9982,0.51,14.8,old,7.5,0.6,5
1736,183.0,77.0,21.0,2.95,3.8,9.0,0.99778,0.8,12.3,old,7.4,0.48,5
1737,60.0,13.0,55.00000000000001,3.09,4.0,9.5,0.9956,0.17,8.2,old,8.0,0.3,4
1738,49.0,18.0,72.0,3.43,8.4,11.1,0.9994,0.09,2.8,new,8.1,0.72,6
1739,131.0,31.0,16.0,3.29,5.9,9.7,0.9952,0.31,6.85,old,7.4,0.34,5
1742,8.0,4.0,46.0,3.33,6.5,12.2,0.99674,0.44,2.9,new,10.0,0.62,6
1744,100.0,65.0,61.0,3.26,0.9000000000000001,13.5,0.9874,0.12,1.3,old,5.0,0.37,5
1745,98.0,45.0,22.0,3.29,5.7,9.9,0.99299,0.27,1.6,old,7.4,0.44,7
1746,184.0,40.0,85.0,3.22,2.8,10.7,0.9962,0.49,8.7,old,7.1,0.36,5
1747,114.0,6.0,27.0,3.25,4.6,8.6,0.9955,0.19,4.2,old,6.5,0.35,4
1748,108.0,11.0,62.0,3.15,8.4,9.8,0.9964,0.09,2.2,new,8.4,0.66,5
1750,154.0,33.0,17.0,2.94,5.0,9.0,0.99971,0.28,17.55,old,7.2,0.43,7
1751,82.0,48.0,50.0,3.16,20.5,8.8,1.00242,0.5,13.8,new,9.9,0.75,5
1755,143.0,26.0,22.0,3.08,3.5000000000000004,9.8,0.9965,0.34,9.7,old,7.6,0.49,6
1756,148.0,52.0,17.0,3.03,3.8,8.9,0.99801,0.71,11.8,old,7.5,0.46,5
1757,137.0,13.0,25.0,3.11,5.6,9.5,0.9935,0.18,1.4,old,6.8,0.42,5
1758,81.0,13.0,37.0,3.37,2.8,11.7,0.9902,0.33,1.2,old,5.2,0.38,6
1760,73.0,7.0,15.0,3.2,3.6000000000000005,11.9,0.99152,0.31,5.9,old,5.8,0.43,6
1763,86.0,12.0,28.000000000000004,3.15,4.9,9.4,0.9934,0.26,1.9,old,7.1,0.38,5
1764,120.0,25.0,24.0,3.01,5.3,10.5,0.9942,0.49,5.8,old,6.4,0.98,6
1765,114.0,23.0,26.0,3.23,6.2,10.5,0.9966,0.32,10.4,old,7.2,0.49,5
1766,126.0,34.0,29.0,3.26,3.5000000000000004,12.3,0.99058,0.37,1.6,old,7.0,0.47,6
1767,136.0,29.0,29.0,3.05,4.0,10.4,0.99552,0.25,12.2,old,6.9,0.65,6
1768,128.0,23.0,30.0,3.17,3.0,10.9,0.9929,0.32,1.7,old,7.4,0.66,5
1769,101.0,40.0,16.0,3.57,2.8,10.6,0.99156,0.39,1.0,old,5.3,0.59,6
1770,134.0,34.0,25.0,3.21,3.1,10.6,0.9927,0.34,4.7,old,6.8,0.38,6
1771,37.0,24.0,60.0,3.4,7.9,10.9,0.99514,0.01,2.3,new,7.1,0.61,6
1772,102.0,30.0,16.0,3.24,3.0,9.4,0.9938,0.22,4.5,old,5.5,0.36,6
1774,10.0,4.0,28.000000000000004,3.33,5.2,12.8,0.99356,0.4,2.4,new,8.2,0.7,7
1775,157.0,63.0,24.0,3.1,17.3,9.4,0.9937,0.39,2.9,old,6.7,0.34,6
1776,200.0,35.0,25.0,3.04,5.0,8.9,0.9986,0.36,13.1,old,7.3,0.46,7
1777,34.0,17.0,81.5,3.58,7.200000000000001,12.3,0.9955,0.02,2.7,new,6.6,0.89,7
1778,105.0,25.0,60.0,3.3,8.0,9.9,0.99613,0.22,2.1,new,8.0,0.49,5
1779,178.0,41.0,24.0,3.37,5.0,9.7,0.9988,0.41,13.6,old,7.3,0.43,5
1780,116.0,30.0,20.0,3.49,3.8,10.3,0.9949,0.35,2.1,old,7.4,0.77,7
1781,84.0,8.0,25.0,3.18,3.4000000000000004,11.5,0.9942,0.39,6.4,old,7.3,0.46,5
1782,131.0,31.0,60.0,3.21,8.0,9.9,0.99622,0.26,2.0,new,7.8,0.52,5
1783,82.0,22.0,19.0,3.05,1.9,12.5,0.98961,0.38,5.1,old,6.2,0.36,6
1784,110.0,37.0,16.0,3.23,12.6,8.9,0.9932,0.54,1.4,old,6.2,0.37,6
1785,149.0,45.0,40.0,3.08,14.800000000000002,8.7,0.99468,0.52,1.3,old,7.1,0.56,5
1789,19.0,3.0,53.0,3.16,7.7,9.8,0.995,0.01,1.6,new,7.8,0.46,5
1790,12.0,6.0,76.0,3.55,7.8,9.95,0.996,0.02,1.8,new,6.7,0.63,3
1791,37.0,21.0,34.0,3.35,6.4,12.1,0.9952,0.33,2.5,new,7.3,0.77,7
1792,142.0,20.0,24.0,3.2,4.4,10.0,0.9974,0.39,10.4,old,8.5,0.53,6
1793,28.0,9.0,31.0,3.24,7.5,11.2,0.99672,0.35,1.6,new,10.1,0.83,7
1794,74.0,34.0,22.0,3.19,16.0,13.4,0.9884,0.46,1.8,old,6.1,0.33,6
1795,172.0,47.0,26.0,3.14,4.9,10.4,0.9924,0.19,3.4,old,6.2,0.43,6
1796,156.0,55.0,,3.09,4.4,8.7,0.9974,0.63,11.0,old,7.2,0.44,6
1797,178.0,11.0,44.5,3.79,5.3,10.2,0.99426,0.0,1.4,old,4.6,0.55,5
1798,104.0,27.0,16.0,3.23,3.7000000000000006,10.6,0.9924,0.49,1.3,old,7.2,0.57,6
1799,94.0,29.0,41.0,3.14,10.4,9.1,0.99786,0.15,3.7,new,7.5,0.58,5
1801,82.0,2.0,27.0,3.07,3.0,11.2,0.99402,0.26,11.0,old,6.5,0.36,5
1802,31.0,13.0,51.0,3.36,8.4,10.5,0.99538,0.02,1.7,new,7.5,0.54,6
1803,45.0,21.0,51.0,3.49,7.7,12.1,0.9974,0.25,2.9,new,7.9,0.96,6
1804,116.0,43.0,22.0,3.22,5.0,11.5,0.99326,0.28,7.8,old,6.9,0.6,8
1806,120.0,26.0,56.99999999999999,3.29,6.9,9.3,0.99625,0.31,1.8,new,7.8,0.53,5
1807,78.0,40.0,25.0,3.23,3.5000000000000004,12.1,0.9891,0.36,1.3,old,5.1,0.64,7
1808,195.0,55.0,28.000000000000004,3.23,4.2,9.6,0.9978,0.35,15.4,old,6.5,0.5,6
1809,234.0,44.5,30.0,3.49,5.5,10.2,0.9972,0.36,6.8,old,7.1,0.64,6
1810,21.0,12.0,45.0,3.21,7.6,10.2,0.99551,0.43,1.4,new,8.8,0.75,6
1811,152.0,26.0,22.0,3.5,4.9,10.0,0.99346,0.39,1.2,old,6.7,0.47,6
1813,87.0,28.0,26.0,3.03,2.7,11.3,0.9919,0.49,3.2,old,7.8,0.32,7
1814,103.0,26.0,18.0,2.94,6.4,9.3,0.9961,0.3,8.8,old,7.4,0.56,5
1815,170.0,51.0,20.0,3.34,5.5,8.9,1.0004,0.38,11.8,old,8.4,0.82,6
1816,139.0,52.0,28.000000000000004,3.03,4.2,10.4,0.99522,0.28,12.2,old,6.9,0.56,6
1818,112.0,29.0,23.0,,3.2,9.7,0.99298,0.38,1.3,old,6.5,0.54,5
1819,156.0,30.0,28.000000000000004,3.53,5.4,12.4,0.9914,0.27,2.6,old,5.8,0.42,5
1821,166.0,51.0,36.0,3.29,3.8,10.0,0.9941,0.21,6.7,old,5.7,0.63,6
1822,41.0,7.0,34.0,3.19,4.8,11.7,0.9942,0.34,12.6,old,7.2,0.4,5
1825,194.0,39.0,24.0,3.06,4.4,9.6,0.9982,0.29,15.3,old,7.7,0.47,7
1826,159.0,51.0,27.0,2.98,4.0,8.7,0.99839,0.79,11.95,old,7.5,0.44,5
1827,99.0,16.0,15.0,3.26,3.1,11.5,0.99437,0.32,14.0,old,5.5,0.38,8
1828,153.0,62.0,22.0,3.02,3.5000000000000004,9.3,0.99845,0.37,15.4,old,6.6,0.4,5
1830,130.0,44.0,20.0,3.11,5.0,10.0,0.99855,0.44,13.9,old,7.7,0.48,6
1831,131.0,9.0,47.5,2.97,3.0,10.8,0.9904,0.06,1.0,old,6.4,0.29,5
1832,9.0,5.0,34.0,3.2,5.2,12.1,0.99458,0.48,2.1,new,10.2,0.69,7
1833,189.0,61.0,25.0,3.22,4.7,9.2,0.99604,0.51,8.0,old,6.6,0.49,5
1835,70.0,51.0,52.0,3.34,7.000000000000001,12.9,0.99418,0.32,2.1,new,7.3,0.82,6
1837,79.0,14.0,17.0,3.5,3.7000000000000006,10.3,0.993,0.3,1.1,old,6.2,0.54,6
1838,85.0,34.0,81.0,3.19,7.6,9.2,0.99668,0.25,3.4,new,8.0,0.42,5
1839,142.0,25.0,28.000000000000004,3.16,5.1,10.2,0.9939,0.29,4.3,old,7.7,0.39,5
1842,141.0,26.0,30.5,3.08,6.1,9.1,0.99824,0.22,16.0,old,6.3,0.5,5
1844,241.0,42.0,40.0,3.5,5.6,9.9,0.9968,0.46,6.2,old,6.6,0.6,5
1845,40.0,16.0,54.0,3.39,7.1,9.4,0.9991,0.45,2.3,new,9.9,0.62,5
1847,147.0,34.0,31.0,3.11,4.2,9.8,0.9948,0.49,1.3,old,9.3,0.46,5
1848,98.0,20.0,20.0,3.37,1.5,12.05,0.9897,0.4,1.9,old,5.0,0.55,6
1849,133.0,25.0,63.0,3.17,5.8,10.2,0.99271,0.04,1.3,old,6.8,0.39,4
1854,27.0,11.0,26.0,3.21,8.0,9.4,0.9974,0.42,2.0,new,8.3,0.8,6
1855,157.0,38.0,56.00000000000001,3.28,3.7000000000000006,9.4,0.99642,0.15,10.0,old,6.6,0.52,5
1856,126.0,12.0,34.0,3.16,3.4000000000000004,12.0,0.9924,0.35,6.0,old,7.5,0.39,7
1857,166.0,73.0,11.5,3.12,3.8,12.9,0.989,0.29,1.95,old,6.5,0.25,7
1858,48.0,19.0,67.0,3.49,4.5,11.4,0.9949,0.08,2.1,new,6.4,0.49,6
1862,125.0,36.0,18.0,2.92,4.8,9.4,0.9967,0.32,12.2,old,7.1,0.54,6
1863,172.0,49.0,24.0,3.37,4.4,10.8,0.996,0.38,4.3,old,8.1,0.74,6
1864,78.0,25.0,18.0,2.99,3.2,11.1,0.99104,0.28,0.8,old,8.6,0.38,5
1868,134.0,15.0,34.5,3.08,4.3,9.5,0.9936,0.26,1.9,old,7.6,0.38,5
1869,144.0,61.0,21.0,3.12,13.5,9.3,0.9927,0.6,1.1,old,6.6,0.39,7
1871,120.0,25.0,24.0,3.01,5.3,10.5,0.9942,0.49,5.8,old,6.4,0.98,6
1872,141.0,46.0,24.0,3.16,4.8,10.3,0.9972,0.33,10.2,old,8.1,0.48,6
1874,65.0,28.0,56.99999999999999,3.3,6.0,10.1,0.9959,0.26,2.2,new,8.2,0.43,5
1876,103.0,41.0,27.0,3.0,5.0,12.4,0.99002,0.33,1.2,old,8.0,0.45,6
1878,176.0,57.0,22.0,3.12,4.3,10.0,0.9954,0.28,7.7,old,8.1,0.55,5
1879,89.0,16.0,47.0,3.54,4.8,13.6,0.99182,0.11,2.2,new,5.3,0.88,7
1881,136.0,12.0,20.0,3.25,4.9,11.6,0.9922,0.34,2.1,old,7.0,0.46,7
1882,234.5,122.5,29.0,3.15,3.8,10.0,0.9922,0.16,1.4,old,6.8,0.47,4
1884,101.0,15.0,38.0,3.04,3.5000000000000004,12.5,0.98916,0.29,2.9,old,6.6,0.37,6
1885,189.0,44.0,19.0,3.19,4.2,10.3,0.99304,0.29,5.5,old,6.3,0.47,6
1886,23.0,10.0,41.0,3.24,9.1,10.5,0.99786,0.37,2.3,new,9.6,0.56,5
1887,131.0,29.0,39.0,3.38,3.7000000000000006,11.0,0.9943,0.3,5.2,old,7.7,0.44,6
1888,153.0,48.0,22.0,3.15,3.3000000000000003,12.7,0.9899,0.33,2.8,old,7.1,0.38,7
1890,117.0,29.0,19.0,3.14,4.4,10.1,0.9938,0.49,3.5,old,8.5,0.51,6
1891,98.0,40.0,13.0,3.42,4.2,11.8,0.9898,0.32,1.2,old,4.8,0.64,7
1892,215.0,45.0,34.0,3.11,4.0,9.2,0.9965,0.39,7.6,old,7.6,0.53,6
1895,164.0,49.0,41.0,3.53,3.0,11.7,0.9927,0.3,3.2,old,6.3,0.79,7
1898,87.0,27.0,37.0,3.3,2.9,12.6,0.9903,0.15,2.0,old,7.2,0.59,7
1899,150.0,43.0,15.0,3.42,3.4000000000000004,11.0,0.9922,0.36,1.8,old,6.4,0.69,8
1901,163.0,34.0,33.0,3.35,2.8,9.9,0.9937,0.0,6.5,old,4.8,0.61,5
1902,25.0,6.0,53.0,3.27,17.1,9.4,0.9975,0.49,1.9,new,9.0,0.61,6
1903,144.0,58.0,37.0,3.17,4.8,10.0,0.9922,0.07,1.4,old,6.6,0.38,5
1904,22.0,10.0,56.00000000000001,3.22,8.2,9.6,0.9976,0.04,2.0,new,8.4,0.44,5
1906,48.0,5.5,76.5,3.4,24.3,10.3,0.99612,0.18,2.4,new,6.9,0.6,6
